"Str1","Str2","Str3","freq"
"be","made","to",2
"be","play","at",2
"be","reserv","for",2
"be","such","a",2
"be","support","of",2
"be","the","case",2
"be","too","simpl",2
"be","up","for",2
"be","up","to",2
"be","use","to",2
"be","with","him",2
"becam","friend","with",2
"becam","popular","in",2
"becaus","i","am",2
"becaus","i","had",2
"becaus","i","know",2
"becaus","i","like",2
"becaus","i","want",2
"becaus","it","has",2
"becaus","it","wasn’t",2
"becaus","she","was",2
"becom","part","of",2
"been","consid","as",2
"been","for","the",2
"been","here","befor",2
"been","here","in",2
"been","in","a",2
"been","known","to",2
"been","listen","to",2
"been","on","my",2
"been","on","the",2
"been","prepar","to",2
"been","there","sinc",2
"been","to","the",2
"been","up","to",2
"been","want","to",2
"befor","i","was",2
"befor","they","go",2
"befor","we","left",2
"believ","it","was",2
"believ","that","a",2
"believ","that","everi",2
"believ","that","the",2
"believ","to","be",2
"benefit","accord","to",2
"best","i","can",2
"best","to","keep",2
"better","than","my",2
"big","fan","of",2
"big","time","colleg",2
"bike","and","roll",2
"bill","and","code",2
"bill","as","the",2
"billion","worth","of",2
"bin","laden","and",2
"bin","laden","was",2
"bird","and","the",2
"bit","of","a",2
"bless","to","you",2
"bless","with","a",2
"bloomberg","said","at",2
"blown","out","well",2
"board","of","educ",2
"book","and","is",2
"book”","accept","submiss",2
"born","in","the",2
"born","to","the",2
"born","with","a",2
"both","of","you",2
"bottom","of","a",2
"boulder","counti","fairground",2
"boy","after","be",2
"boy","who","have",2
"branch","of","a",2
"branch","of","the",2
"brave","new","world",2
"break","out","of",2
"breast","cancer","awar",2
"broadcast","show","on",2
"brush","your","teeth",2
"build","a","new",2
"bumblerid","indi","twin",2
"bunch","of","peopl",2
"but","at","least",2
"but","for","me",2
"but","he","said",2
"but","here","we",2
"but","i","final",2
"but","i","know",2
"but","i","still",2
"but","i","thought",2
"but","i","want",2
"but","i","wont",2
"but","i","would",2
"but","in","fact",2
"but","it","alway",2
"but","it","doe",2
"but","it","not",2
"but","it","take",2
"but","it","work",2
"but","it’","a",2
"but","ive","been",2
"but","no","one",2
"but","none","of",2
"but","not","as",2
"but","now","i",2
"but","rather","than",2
"but","serious","side",2
"but","so","were",2
"but","that","doesnt",2
"but","that","not",2
"but","the","fact",2
"but","the","more",2
"but","the","problem",2
"but","the","truth",2
"but","then","i",2
"but","there","is",2
"but","they","all",2
"but","they","are",2
"but","they","cannot",2
"but","we","werent",2
"but","what","is",2
"but","you","can",2
"but","you","know",2
"by","a","friend",2
"by","do","so",2
"by","former","republican",2
"by","the","compani",2
"by","the","head",2
"by","the","man",2
"by","the","media",2
"by","the","state",2
"byron","scott","said",2
"call","attent","to",2
"call","him","a",2
"call","it","a",2
"call","me","after",2
"call","the","shot",2
"came","back","and",2
"came","to","be",2
"came","up","and",2
"came","up","short",2
"came","up","with",2
"camp","with","the",2
"can","also","be",2
"can","be","as",2
"can","be","found",2
"can","be","the",2
"can","book”","accept",2
"can","check","out",2
"can","do","it",2
"can","do","to",2
"can","earn","a",2
"can","easili","get",2
"can","get","my",2
"can","give","you",2
"can","i","get",2
"can","make","it",2
"can","onli","hope",2
"can","see","whi",2
"can","use","to",2
"can","you","ask",2
"cant","do","that",2
"capit","partner","ii",2
"car","on","the",2
"card","cooki","blog",2
"care","about","his",2
"care","not","to",2
"care","of","their",2
"care","of","yourself",2
"care","who","you",2
"catcher","yadier","molina",2
"cent","in","and",2
"cent","in","to",2
"cent","to","per",2
"center","of","the",2
"center","will","be",2
"centr","of","the",2
"chanc","to","meet",2
"chang","a","belief",2
"chang","in","the",2
"chang","in","your",2
"chang","over","time",2
"chang","the","way",2
"chang","with","the",2
"chapter","of","the",2
"charg","have","been",2
"charg","of","the",2
"charg","with","assault",2
"charg","with","second",2
"charter","school","in",2
"check","out","a",2
"check","out","my",2
"chicken","as","kaporo",2
"chief","execut","of",2
"chief","oper","offic",2
"children","and","under",2
"choos","to","come",2
"chose","to","do",2
"christma","card","cooki",2
"citi","in","the",2
"claim","it","is",2
"claim","to","be",2
"class","ii","feast",2
"clear","that","it",2
"clear","that","the",2
"close","at","pm",2
"close","to","the",2
"closer","to","the",2
"coach","byron","scott",2
"color","the","appl",2
"come","across","as",2
"come","across","more",2
"come","and","go",2
"come","back","and",2
"come","from","a",2
"come","in","a",2
"come","in","and",2
"come","out","and",2
"come","out","on",2
"come","over","to",2
"come","to","an",2
"come","to","our",2
"come","to","you",2
"come","up","i",2
"come","up","on",2
"comment","about","the",2
"common","plea","judg",2
"compani","is","not",2
"compar","to","the",2
"compar","with","the",2
"concept","of","choic",2
"concern","about","the",2
"concern","is","how",2
"confer","i","was",2
"conform","to","his",2
"congratul","to","the",2
"connect","to","the",2
"conserv","are","in",2
"consid","as","a",2
"consum","privaci","bill",2
"contain","in","the",2
"continu","to","be",2
"continu","to","improv",2
"contributor","to","the",2
"control","by","the",2
"convinc","that","the",2
"cooki","blog","hop",2
"cool","is","that",2
"corner","of","his",2
"corner","of","the",2
"cost","durat","second",2
"cost","of","the",2
"could","be","on",2
"could","be","save",2
"could","do","it",2
"could","have","a",2
"could","have","gotten",2
"could","have","happen",2
"could","hear","the",2
"could","no","longer",2
"could","realli","use",2
"count","becaus","of",2
"counti","was","elect",2
"countri","in","the",2
"cours","there","is",2
"court","by","former",2
"court","decis","that",2
"court","of","appeal",2
"court","was","elect",2
"court","will","not",2
"cover","in","a",2
"crazi","is","that",2
"creat","a","more",2
"credit","for","the",2
"critic","of","the",2
"cross","gender","interest",2
"cross","the","street",2
"cultur","ident","is",2
"cup","of","tea",2
"curious","to","see",2
"custom","to","watch",2
"cut","them","into",2
"cut","will","be",2
"cuyahoga","counti","and",2
"cyclic","bull","market",2
"dad","and","i",2
"dare","i","say",2
"daughter","has","a",2
"day","a","littl",2
"day","a","week",2
"day","after","a",2
"day","after","day",2
"day","but","i",2
"day","it","has",2
"day","it","is",2
"day","of","a",2
"day","off","or",2
"day","on","the",2
"day","she","said",2
"day","to","day",2
"day","without","a",2
"deal","with","it",2
"dealt","with","the",2
"death","of","a",2
"decid","that","i",2
"decid","to","make",2
"decid","to","tri",2
"decid","what","to",2
"declar","that","the",2
"declin","an","invit",2
"declin","to","comment",2
"deep","breath","and",2
"defin","by","the",2
"degre","tamper","and",2
"demand","of","the",2
"democrat","nomine","to",2
"depart","of","educ",2
"depart","of","justic",2
"depress","of","the",2
"design","to","be",2
"despit","the","fact",2
"detail","of","the",2
"determin","the","outcom",2
"devast","by","the",2
"did","and","i",2
"did","he","have",2
"did","i","mention",2
"did","i","miss",2
"did","i","want",2
"did","it","the",2
"did","not","get",2
"did","not","want",2
"did","the","arbitr",2
"did","their","best",2
"did","we","do",2
"did","you","see",2
"didnt","have","to",2
"didnt","want","me",2
"die","of","cancer",2
"differ","from","the",2
"differ","version","of",2
"difficult","to","chang",2
"dime","a","dozen",2
"direct","to","the",2
"director","for","the",2
"disappoint","in","the",2
"discuss","my","dad",2
"district","of","columbia",2
"do","a","special",2
"do","anyth","about",2
"do","anyth","to",2
"do","everi","day",2
"do","i","know",2
"do","i","mean",2
"do","if","i",2
"do","it","by",2
"do","it","for",2
"do","it","in",2
"do","it","though",2
"do","not","want",2
"do","peopl","want",2
"do","that","is",2
"do","the","right",2
"do","this","i",2
"do","well","after",2
"do","what","we",2
"do","with","it",2
"do","you","even",2
"do","you","know",2
"do","you","want",2
"doe","not","feel",2
"doesn’t","have","to",2
"doesnt","have","much",2
"doesnt","make","sens",2
"dog","a","bath",2
"dome","of","the",2
"don’t","have","a",2
"don’t","have","the",2
"don’t","need","a",2
"don’t","think","i’v",2
"done","apolog","for",2
"done","with","this",2
"dont","discuss","my",2
"dont","feel","like",2
"dont","give","a",2
"dont","have","to",2
"dont","know","about",2
"dont","know","me",2
"dont","know","whi",2
"dont","need","no",2
"dont","want","it",2
"down","in","a",2
"down","in","the",2
"down","to","write",2
"draft","and","well",2
"draw","to","a",2
"drive","through","the",2
"driven","in","part",2
"driver","of","the",2
"drug","task","forc",2
"due","to","a",2
"due","to","rain",2
"due","to","their",2
"dure","an","interview",2
"dure","the","event",2
"dure","the","iphon",2
"dure","the","recess",2
"dure","the","session",2
"each","other","i",2
"each","other","in",2
"earli","this","year",2
"earli","to","tell",2
"earlier","this","year",2
"earn","per","share",2
"easi","to","appli",2
"easi","to","get",2
"easi","to","make",2
"effort","to","make",2
"eight","year","and",2
"either","that","or",2
"el","camino","real",2
"elect","in","kelli",2
"em","on","the",2
"email","me","at",2
"emmaus","trust","thank",2
"end","of","year",2
"endow","for","the",2
"enough","time","to",2
"enough","to","give",2
"enough","to","make",2
"enter","the","game",2
"enthusiast","about","the",2
"especi","if","you",2
"especi","if","you’r",2
"essenti","for","the",2
"even","give","you",2
"even","if","i",2
"even","if","it",2
"even","if","the",2
"even","if","we",2
"even","on","vacat",2
"even","though","i",2
"even","though","the",2
"even","though","they",2
"even","tri","to",2
"even","when","he",2
"ever","had","in",2
"everi","day","but",2
"everi","day","i",2
"everi","now","and",2
"everi","one","of",2
"everi","play","that",2
"everi","time","i",2
"everi","time","we",2
"everyon","apart","from",2
"everyth","but","the",2
"exact","what","she",2
"exact","whi","i",2
"exampl","but","not",2
"exampl","of","a",2
"excit","about","the",2
"execut","vice","presid",2
"exist","at","all",2
"exist","in","the",2
"exist","within","the",2
"expect","of","the",2
"experi","for","me",2
"experi","in","the",2
"experi","of","the",2
"extra","perman","tooth",2
"extra","tooth","as",2
"facebook","i","did",2
"fail","to","do",2
"fail","to","keep",2
"fall","from","per",2
"fall","in","love",2
"fall","on","my",2
"famili","life","and",2
"famili","you","can",2
"fan","in","the",2
"fan","who","purchas",2
"far","as","i",2
"far","as","my",2
"far","as","the",2
"far","so","good",2
"farm","in","a",2
"fashion","show","feb",2
"featur","more","than",2
"feder","law","the",2
"feel","about","the",2
"feel","like","a",2
"feel","like","i",2
"feel","like","i’v",2
"feel","like","you",2
"feet","from","the",2
"feet","in","the",2
"fell","in","love",2
"few","day","of",2
"few","hour","of",2
"few","second","of",2
"few","year","back",2
"field","goal","from",2
"fight","with","you",2
"figur","it","out",2
"figur","out","a",2
"figur","out","how",2
"final","of","the",2
"find","out","about",2
"find","out","what",2
"finger","on","the",2
"fire","to","the",2
"first","few","week",2
"first","five","minut",2
"first","game","of",2
"first","half","and",2
"first","i","thought",2
"first","step","in",2
"first","stop","will",2
"first","team","all",2
"first","time","sinc",2
"first","to","say",2
"first","two","game",2
"first","week","of",2
"fish","fri","coleslaw",2
"flat","screen","tv",2
"flavor","and","fragranc",2
"follow","a","big",2
"follow","you","back",2
"food","and","drink",2
"food","and","wine",2
"for","a","caus",2
"for","a","huge",2
"for","a","husband",2
"for","a","movi",2
"for","a","second",2
"for","a","short",2
"for","a","stout",2
"for","a","wonder",2
"for","ad","that",2
"for","after","game",2
"for","an","open",2
"for","anoth","day",2
"for","anyon","who",2
"for","be","a",2
"for","be","an",2
"for","check","in",2
"for","eight","year",2
"for","exampl","are",2
"for","exampl","but",2
"for","exampl","the",2
"for","him","to",2
"for","his","daughter",2
"for","his","first",2
"for","his","wife",2
"for","it","was",2
"for","let","me",2
"for","me","and",2
"for","me","as",2
"for","minut","until",2
"for","month","and",2
"for","most","peopl",2
"for","my","friend",2
"for","my","life",2
"for","one","of",2
"for","other","but",2
"for","our","live",2
"for","re","elect",2
"for","sever","year",2
"for","someon","to",2
"for","sure","i",2
"for","that","matter",2
"for","the","big",2
"for","the","camera",2
"for","the","challeng",2
"for","the","charact",2
"for","the","chicago",2
"for","the","counti",2
"for","the","district",2
"for","the","fact",2
"for","the","futur",2
"for","the","game",2
"for","the","good",2
"for","the","holiday",2
"for","the","kid",2
"for","the","los",2
"for","the","major",2
"for","the","mani",2
"for","the","mention",2
"for","the","month",2
"for","the","new",2
"for","the","night",2
"for","the","old",2
"for","the","record",2
"for","the","red",2
"for","the","rest",2
"for","the","right",2
"for","the","rt",2
"for","the","second",2
"for","the","secur",2
"for","the","summer",2
"for","the","team",2
"for","the","tour",2
"for","the","villag",2
"for","their","success",2
"for","them","but",2
"for","this","game",2
"for","this","is",2
"for","this","year",2
"for","us","as",2
"for","what","they",2
"for","work","in",2
"for","year","and",2
"for","year","in",2
"for","year","it",2
"for","year","to",2
"for","you","and",2
"for","you","the",2
"for","your","follow",2
"forc","to","work",2
"form","of","movement",2
"former","massachusett","governor",2
"forward","to","a",2
"forward","to","your",2
"found","that","the",2
"four","and","twenti",2
"fr","joseph","cappel",2
"fraction","of","the",2
"free","for","the",2
"free","to","email",2
"freedom","of","speech",2
"friend","and","her",2
"friend","of","mine",2
"from","a","broken",2
"from","a","high",2
"from","all","side",2
"from","each","other",2
"from","heat","and",2
"from","his","marriag",2
"from","me","i",2
"from","million","in",2
"from","pm","to",2
"from","previous","year",2
"from","somewher","els",2
"from","the","begin",2
"from","the","dead",2
"from","the","first",2
"from","the","heart",2
"from","the","same",2
"from","the","school",2
"from","their","own",2
"from","to","and",2
"from","which","the",2
"from","your","friend",2
"from","your","parent",2
"front","of","a",2
"fruit","and","veget",2
"frustrat","of","the",2
"full","advantag","of",2
"fun","to","make",2
"fund","that","could",2
"gallon","of","water",2
"game","and","a",2
"game","and","then",2
"game","but","the",2
"game","for","the",2
"game","in","the",2
"game","on","the",2
"game","sinc","the",2
"general","manag","of",2
"general","motor","and",2
"general","public","ignor",2
"generat","more","than",2
"get","a","bit",2
"get","a","chanc",2
"get","a","few",2
"get","a","glimps",2
"get","a","kick",2
"get","a","life",2
"get","a","tast",2
"get","back","in",2
"get","back","up",2
"get","caught","in",2
"get","in","a",2
"get","it","i",2
"get","it","right",2
"get","marri","and",2
"get","on","a",2
"get","out","and",2
"get","over","it",2
"get","peopl","to",2
"get","rid","of",2
"get","the","win",2
"get","there","are",2
"get","this","done",2
"get","through","to",2
"get","to","jesus",2
"get","to","know",2
"get","to","those",2
"get","to","work",2
"get","togeth","and",2
"get","up","to",2
"girl","but","i",2
"girl","i","was",2
"give","away","the",2
"give","him","a",2
"give","it","anoth",2
"give","me","the",2
"give","way","to",2
"give","you","all",2
"given","on","the",2
"given","that","the",2
"given","to","none",2
"glad","to","hear",2
"glow","of","the",2
"glu","to","the",2
"go","back","and",2
"go","back","to",2
"go","home","and",2
"go","on","a",2
"go","on","here",2
"go","on","the",2
"go","on","with",2
"go","to","a",2
"go","to","die",2
"go","to","go",2
"go","to","help",2
"go","to","keep",2
"go","to","let",2
"go","to","look",2
"go","to","my",2
"go","to","say",2
"go","to","see",2
"go","to","sleep",2
"go","to","that",2
"go","to","watch",2
"goal","and","assist",2
"goal","is","to",2
"gold","and","silver",2
"gonna","be","the",2
"gonna","have","to",2
"good","at","it",2
"good","day","i",2
"good","or","a",2
"good","thing","it",2
"good","way","to",2
"good","you","will",2
"got","a","littl",2
"got","a","lot",2
"got","all","of",2
"got","back","to",2
"got","it","wrong",2
"got","me","a",2
"got","me","think",2
"got","the","best",2
"got","to","be",2
"got","to","go",2
"got","to","make",2
"gotten","out","of",2
"gov","chris","christi",2
"gov","john","engler",2
"gov","rick","snyder",2
"gov","ted","strickland",2
"great","day","to",2
"great","place","for",2
"grew","up","the",2
"ground","of","the",2
"grow","up","and",2
"grow","up","so",2
"growth","in","the",2
"guess","there","a",2
"guin","world","record",2
"gun","than","peopl",2
"guy","and","gal",2
"guy","in","the",2
"ha","ha","bonk",2
"had","a","big",2
"had","no","choic",2
"had","no","comment",2
"had","no","idea",2
"had","someth","like",2
"had","the","old",2
"had","to","do",2
"had","to","hold",2
"had","to","make",2
"had","year","of",2
"haha","have","a",2
"hair","veri","well",2
"half","a","dozen",2
"half","gallon","of",2
"half","our","time",2
"half","the","truth",2
"hand","in","the",2
"hand","of","the",2
"happen","to","the",2
"happen","to","us",2
"happi","birthday","i",2
"happi","to","be",2
"happi","to","report",2
"happi","with","the",2
"hard","as","it",2
"hard","cap","and",2
"hard","for","me",2
"has","a","bad",2
"has","a","republican",2
"has","a","twin",2
"has","a","wonder",2
"has","becom","a",2
"has","been","an",2
"has","been","consid",2
"has","been","year",2
"has","gone","on",2
"has","gone","through",2
"has","long","been",2
"has","made","me",2
"has","not","been",2
"has","the","money",2
"has","to","do",2
"have","a","big",2
"have","a","bunch",2
"have","a","chanc",2
"have","a","differ",2
"have","a","fabul",2
"have","a","few",2
"have","a","good",2
"have","a","hard",2
"have","a","huge",2
"have","a","littl",2
"have","a","new",2
"have","a","problem",2
"have","a","wonder",2
"have","also","been",2
"have","an","extra",2
"have","at","the",2
"have","been","do",2
"have","been","file",2
"have","been","one",2
"have","been","report",2
"have","been","up",2
"have","contact","with",2
"have","decid","that",2
"have","definit","seen",2
"have","done","a",2
"have","enough","time",2
"have","fun","do",2
"have","gotten","a",2
"have","led","to",2
"have","lot","of",2
"have","more","gun",2
"have","never","been",2
"have","no","one",2
"have","onli","a",2
"have","seen","a",2
"have","seen","the",2
"have","someth","to",2
"have","taken","a",2
"have","the","best",2
"have","the","right",2
"have","time","to",2
"have","to","buy",2
"have","to","deal",2
"have","to","fight",2
"have","to","figur",2
"have","to","find",2
"have","to","go",2
"have","to","read",2
"have","to","think",2
"have","to","wait",2
"have","to","work",2
"have","with","a",2
"have","you","heard",2
"havent","done","anyth",2
"he","also","said",2
"he","bring","to",2
"he","can","be",2
"he","cant","wait",2
"he","continu","to",2
"he","could","hear",2
"he","creat","a",2
"he","drop","his",2
"he","enter","the",2
"he","expect","the",2
"he","got","hit",2
"he","has","been",2
"he","has","had",2
"he","has","no",2
"he","has","play",2
"he","has","to",2
"he","hit","the",2
"he","hope","the",2
"he","is","a",2
"he","is","go",2
"he","is","the",2
"he","is","work",2
"he","love","his",2
"he","love","me",2
"he","made","the",2
"he","must","be",2
"he","notic","a",2
"he","play","the",2
"he","refus","to",2
"he","return","home",2
"he","said","noth",2
"he","said","they",2
"he","said","was",2
"he","said","when",2
"he","should","have",2
"he","start","to",2
"he","still","had",2
"he","still","has",2
"he","told","me",2
"he","told","the",2
"he","want","this",2
"he","was","born",2
"he","was","just",2
"he","was","make",2
"he","was","onli",2
"he","was","play",2
"he","will","be",2
"he","would","be",2
"he","would","have",2
"head","for","a",2
"head","in","disbelief",2
"head","like","a",2
"head","out","for",2
"health","and","fit",2
"health","benefit","of",2
"hear","on","the",2
"hear","someon","say",2
"heaviest","drink","day",2
"held","at","the",2
"help","this","is",2
"her","but","no",2
"her","in","preschool",2
"her","in","the",2
"here","and","there",2
"here","but","the",2
"here","in","a",2
"here","in","the",2
"here","is","a",2
"here","is","an",2
"here","is","the",2
"here","is","what",2
"here","thank","for",2
"here","we","are",2
"here","when","i",2
"hes","work","on",2
"hey","what","are",2
"high","school","friend",2
"high","school","student",2
"high","school","we",2
"high","school","who",2
"highlight","of","the",2
"him","after","he",2
"him","and","his",2
"him","if","he",2
"him","that","he",2
"him","to","becom",2
"him","to","do",2
"him","with","a",2
"himself","with","the",2
"his","best","friend",2
"his","best","known",2
"his","bodi","was",2
"his","face","and",2
"his","facebook","page",2
"his","high","school",2
"his","kingdom","in",2
"his","marriag","to",2
"his","mother","i",2
"his","wife","said",2
"histori","of","human",2
"hold","on","to",2
"home","a","littl",2
"home","for","the",2
"home","in","the",2
"home","of","the",2
"home","to","the",2
"hop","in","the",2
"hope","that","in",2
"hope","you","are",2
"hope","you","found",2
"hope","you","have",2
"hot","air","balloon",2
"hour","of","my",2
"hour","of","sleep",2
"hous","can","be",2
"hous","in","the",2
"how","about","you",2
"how","am","i",2
"how","are","you",2
"how","cool","is",2
"how","crazi","is",2
"how","i","love",2
"how","import","it",2
"how","is","that",2
"how","is","your",2
"how","it","work",2
"how","mani","of",2
"how","much","damag",2
"how","much","he",2
"how","much","it",2
"how","to","do",2
"how","to","use",2
"how","was","your",2
"how","we","eat",2
"howev","will","have",2
"i","agre","with",2
"i","also","found",2
"i","am","also",2
"i","am","at",2
"i","am","do",2
"i","am","done",2
"i","am","finish",2
"i","am","in",2
"i","am","more",2
"i","am","now",2
"i","am","on",2
"i","believ","it",2
"i","believ","that",2
"i","believ","the",2
"i","bet","they",2
"i","bought","them",2
"i","call","him",2
"i","can","just",2
"i","can","read",2
"i","can","rememb",2
"i","can","use",2
"i","cant","even",2
"i","cant","find",2
"i","cant","walk",2
"i","come","from",2
"i","could","not",2
"i","decid","i",2
"i","decid","that",2
"i","did","a",2
"i","did","get",2
"i","did","my",2
"i","did","the",2
"i","did","well",2
"i","didnt","even",2
"i","didnt","have",2
"i","do","believ",2
"i","do","think",2
"i","don’t","coddl",2
"i","dont","discuss",2
"i","dont","eat",2
"i","dont","need",2
"i","dont","understand",2
"i","dont","usual",2
"i","end","up",2
"i","ever","had",2
"i","feel","better",2
"i","felt","i",2
"i","felt","like",2
"i","figur","if",2
"i","final","got",2
"i","first","began",2
"i","follow","back",2
"i","found","out",2
"i","give","them",2
"i","got","back",2
"i","got","in",2
"i","got","this",2
"i","got","to",2
"i","grew","up",2
"i","guess","that",2
"i","had","done",2
"i","had","no",2
"i","have","alway",2
"i","have","ever",2
"i","have","gone",2
"i","have","learn",2
"i","have","love",2
"i","have","never",2
"i","have","read",2
"i","have","realli",2
"i","have","spent",2
"i","hope","everyon",2
"i","hope","i",2
"i","hope","it",2
"i","hope","this",2
"i","hope","your",2
"i","just","have",2
"i","just","saw",2
"i","knew","that",2
"i","knew","we",2
"i","know","he",2
"i","know","it",2
"i","know","right",2
"i","know","so",2
"i","know","there",2
"i","know","what",2
"i","know","you",2
"i","like","that",2
"i","listen","to",2
"i","look","forward",2
"i","love","all",2
"i","love","have",2
"i","love","u",2
"i","love","when",2
"i","made","a",2
"i","mention","that",2
"i","might","have",2
"i","need","a",2
"i","need","for",2
"i","need","the",2
"i","offer","it",2
"i","often","wonder",2
"i","plan","a",2
"i","put","it",2
"i","realli","didn’t",2
"i","realli","do",2
"i","receiv","a",2
"i","said","i",2
"i","say","someth",2
"i","see","a",2
"i","see","him",2
"i","should","probabl",2
"i","sit","down",2
"i","still","believ",2
"i","still","cant",2
"i","still","want",2
"i","stood","in",2
"i","switch","from",2
"i","think","that",2
"i","think","the",2
"i","think","theyr",2
"i","think","to",2
"i","thought","he",2
"i","thought","it",2
"i","told","myself",2
"i","treat","my",2
"i","tri","not",2
"i","wake","up",2
"i","walk","into",2
"i","want","my",2
"i","want","someth",2
"i","was","almost",2
"i","was","alreadi",2
"i","was","also",2
"i","was","at",2
"i","was","glad",2
"i","was","gonna",2
"i","was","here",2
"i","was","inspir",2
"i","was","or",2
"i","was","realli",2
"i","was","suppos",2
"i","was","think",2
"i","was","told",2
"i","was","total",2
"i","was","work",2
"i","wasnt","sure",2
"i","went","on",2
"i","were","a",2
"i","will","get",2
"i","will","let",2
"i","will","make",2
"i","will","not",2
"i","wish","i",2
"i","wish","we",2
"i","wish","you",2
"i","won","a",2
"i","wonder","what",2
"i","would","like",2
"i","would","rather",2
"i’m","not","as",2
"i’m","pretti","sure",2
"i’m","sure","i’ll",2
"idea","and","the",2
"idea","that","i",2
"ident","is","threaten",2
"if","he","also",2
"if","he","was",2
"if","i","did",2
"if","i","had",2
"if","i","onli",2
"if","i","want",2
"if","i","were",2
"if","i’m","go",2
"if","not","a",2
"if","not","the",2
"if","she","is",2
"if","there","were",2
"if","they","are",2
"if","we","can",2
"if","we","dont",2
"if","we","eat",2
"if","we","get",2
"if","you","cant",2
"if","you","don’t",2
"if","you","find",2
"if","you","follow",2
"if","you","guy",2
"if","you","keep",2
"if","you","look",2
"if","you","see",2
"if","you","think",2
"if","you","use",2
"if","you’r","look",2
"if","your","interest",2
"il","pm","to",2
"ill","be","spend",2
"ill","tri","to",2
"im","a","littl",2
"im","happi","to",2
"im","not","fail",2
"im","not","go",2
"im","thank","that",2
"im","thrill","to",2
"imag","of","the",2
"immigr","who","are",2
"import","of","a",2
"import","part","of",2
"imposs","to","overlook",2
"improv","to","the",2
"in","a","black",2
"in","a","bowl",2
"in","a","car",2
"in","a","comic",2
"in","a","desk",2
"in","a","free",2
"in","a","game",2
"in","a","good",2
"in","a","lot",2
"in","a","mall",2
"in","a","music",2
"in","a","post",2
"in","a","relationship",2
"in","a","remot",2
"in","a","room",2
"in","a","second",2
"in","a","white",2
"in","accord","with",2
"in","advanc","but",2
"in","an","envelop",2
"in","and","they",2
"in","and","was",2
"in","ani","of",2
"in","ani","way",2
"in","april","of",2
"in","at","age",2
"in","august","to",2
"in","boston","in",2
"in","by","the",2
"in","case","you",2
"in","cuyahoga","counti",2
"in","fact","it",2
"in","for","the",2
"in","four","year",2
"in","his","communiti",2
"in","his","first",2
"in","his","second",2
"in","honor","of",2
"in","how","we",2
"in","in","the",2
"in","isabella","counti",2
"in","it","annual",2
"in","it","as",2
"in","it","first",2
"in","it","own",2
"in","januari","in",2
"in","januari","it",2
"in","januari","to",2
"in","kelli","who",2
"in","line","with",2
"in","london","his",2
"in","mani","differ",2
"in","mani","way",2
"in","march","the",2
"in","may","and",2
"in","mind","that",2
"in","my","entir",2
"in","my","garden",2
"in","my","hand",2
"in","my","room",2
"in","need","of",2
"in","new","brunswick",2
"in","new","orlean",2
"in","no","particular",2
"in","north","carolina",2
"in","one","corner",2
"in","one","day",2
"in","one","hour",2
"in","one","of",2
"in","our","world",2
"in","pari","i",2
"in","part","by",2
"in","real","life",2
"in","regard","to",2
"in","respons","to",2
"in","san","diego",2
"in","school","the",2
"in","search","of",2
"in","so","mani",2
"in","some","case",2
"in","some","way",2
"in","spring","train",2
"in","state","like",2
"in","tampa","fla",2
"in","term","of",2
"in","the","art",2
"in","the","atlanta",2
"in","the","bay",2
"in","the","begin",2
"in","the","bibl",2
"in","the","build",2
"in","the","center",2
"in","the","comment",2
"in","the","compani",2
"in","the","counti",2
"in","the","death",2
"in","the","fall",2
"in","the","famous",2
"in","the","form",2
"in","the","garden",2
"in","the","governor’",2
"in","the","gym",2
"in","the","hand",2
"in","the","histori",2
"in","the","hospit",2
"in","the","industri",2
"in","the","investig",2
"in","the","leagu",2
"in","the","letter",2
"in","the","link",2
"in","the","lobbi",2
"in","the","mail",2
"in","the","major",2
"in","the","market",2
"in","the","midst",2
"in","the","mind",2
"in","the","mix",2
"in","the","most",2
"in","the","nba",2
"in","the","novel",2
"in","the","other",2
"in","the","photo",2
"in","the","prior",2
"in","the","quarter",2
"in","the","republican",2
"in","the","right",2
"in","the","seri",2
"in","the","south",2
"in","the","st",2
"in","the","sun",2
"in","the","way",2
"in","the","week",2
"in","the","wild",2
"in","their","home",2
"in","this","age",2
"in","this","bill",2
"in","this","citi",2
"in","this","form",2
"in","this","life",2
"in","to","per",2
"in","to","the",2
"in","touch","with",2
"in","was","a",2
"in","when","i",2
"in","which","he",2
"in","which","the",2
"in","which","they",2
"in","which","to",2
"in","with","the",2
"in","you","can",2
"in","your","mouth",2
"incom","american","get",2
"increas","awar","of",2
"indi","twin","is",2
"infect","with","salmonella",2
"inform","about","the",2
"inform","me","that",2
"ingredi","in","a",2
"insid","but","i",2
"inspir","by","this",2
"inspir","someon","to",2
"interest","of","the",2
"interfer","with","my",2
"intersect","the","blown",2
"into","my","schedul",2
"into","one","of",2
"into","the","world",2
"into","their","own",2
"investor","would","have",2
"invit","you","to",2
"involv","in","a",2
"involv","with","human",2
"is","a","better",2
"is","a","bit",2
"is","a","busi",2
"is","a","complex",2
"is","a","differ",2
"is","a","documentari",2
"is","a","famili",2
"is","a","long",2
"is","a","perfect",2
"is","a","piec",2
"is","a","real",2
"is","a","threat",2
"is","a","two",2
"is","a","veri",2
"is","a","vital",2
"is","a","work",2
"is","accus","of",2
"is","actual","a",2
"is","aliv","and",2
"is","all","about",2
"is","alreadi","serv",2
"is","also","an",2
"is","also","the",2
"is","an","amaz",2
"is","avail","for",2
"is","base","on",2
"is","better","than",2
"is","clear","not",2
